Row_ID,title,model,battery,price-range,0 - 100,Top Speed,Range*,Efficiency*,Fastcharge*,Germany_price_before_incentives,Netherlands_price_before_incentives,UK_price_after_incentives,Drive_Configuration,Tow_Hitch,Towing_capacity_in_kg,Number_of_seats,Estimated_US_Price
193,Polestar,3 Long Range Dual motor,107,177,5,210,490,218,640,85590,86950,75900,All Wheel Drive,Towbar possible,2200,5,93739.4
194,Lotus,Eletre R,109,326,2.9,260,455,240,950,151990,154090,121305,All Wheel Drive,Towbar possible,2250,5,160732.55
195,Nio,EL7 100 kWh,90,224,3.9,200,430,209,450,94900,97900,80665,All Wheel Drive,Towbar possible,2000,5,103018.4167
196,Citroen,e-C4 X,46.3,132,9.7,150,285,162,460,37540,38680,31995,Front Wheel Drive,No information/Not possible,0,5,40770.45
197,Volvo,EX40 Single Motor,67,144,7.3,180,345,194,530,49990,45995,45955,Rear Wheel Drive,Towbar possible,1500,5,53702.51667
198,Xpeng,P7 Wing Edition,82.7,155,4.1,200,455,182,730,69600,71188,59160,All Wheel Drive,No information/Not possible,0,5,75333.68
199,Skoda,Enyaq Coupe RS,77,139,5.5,180,455,169,680,63300,63690,54820,All Wheel Drive,Towbar possible,1200,5,68558.06667
200,Ford,Mustang Mach-E SR RWD,72.6,141,7.3,180,380,191,460,55800,46300,50830,Rear Wheel Drive,Towbar possible,750,5,57935.16667
201,Audi,Q4 Sportback e-tron 45,77,132,6.7,180,435,177,650,54950,56915,52245,Rear Wheel Drive,Towbar possible,1000,5,62040.15
202,Volvo,EX40 Twin Motor,79,164,4.8,180,385,205,570,59590,59590,57805,All Wheel Drive,Towbar possible,1800,5,66990.21667
203,Ssangyong,Korando e-Motion,56,139,8.5,156,290,193,330,40490,39990,34416.5,Front Wheel Drive,Towbar possible,1500,5,43313.00833
204,Smart,#1 Pro,47,148,6.7,180,250,188,320,37490,37490,31950,Rear Wheel Drive,No information/Not possible,0,5,40305.3
205,Audi,SQ6 e-tron,94.9,225,4.3,230,445,213,890,93800,93800,92950,All Wheel Drive,Towbar possible,2400,5,106265.1667
206,Seres,3,51,146,8.9,155,260,196,240,54950,37995,50305,Front Wheel Drive,No information/Not possible,0,5,54420.61667
207,Volvo,EX90 Twin Motor,107,209,5.9,180,465,230,610,91700,88995,96255,All Wheel Drive,Towbar possible,2200,7,105156.45
208,Bmw,i7 eDrive50,101.7,227,5.5,205,520,196,780,115700,122463,100205,Rear Wheel Drive,No information/Not possible,0,5,127490.7633
209,Mini,Cooper E,36.8,150,7.3,160,230,160,350,32900,35990,30000,Front Wheel Drive,No information/Not possible,0,4,37300.4
210,Audi,Q4 e-tron 45 quattro,77,145,6.6,180,395,195,590,54950,56865,52175,All Wheel Drive,Towbar possible,1200,5,61992.98333
211,Opel,Corsa Electric 51 kWh,48.1,124,8.1,150,315,153,490,38045,37999,35475,Front Wheel Drive,No information/Not possible,0,5,42157.09
212,Bmw,i5 eDrive40 Touring,81.2,170,6.1,193,455,178,730,72200,79622,69945,Rear Wheel Drive,Towbar possible,1500,5,83799.67
213,Mercedes-benz,EQS 450 4MATIC,108.4,189,5.6,210,610,178,910,113359,116955,96355.15,All Wheel Drive,Towbar possible,750,5,123061.0192
214,Hongqi,E-HS9 84 kWh,76.5,219,6.5,200,320,239,440,54950,69995,50305,All Wheel Drive,Towbar possible,1500,5,65940.61667
215,Mg,Marvel R Performance,70,148,4.9,200,350,200,380,50990,52485,43341.5,All Wheel Drive,Towbar possible,750,5,55309.95833
216,Renault,Scenic E-Tech EV60 170hp,60,123,8.6,150,340,176,400,41400,42470,35190,Front Wheel Drive,Towbar possible,1100,5,44855.7
217,Renault,Megane E-Tech EV60 130hp,60,114,10.5,150,380,158,530,47000,39370,39950,Front Wheel Drive,Towbar possible,500,5,47739.03333
218,Smart,#3 Premium,62,130,5.8,180,355,175,550,46490,46055,39516.5,Rear Wheel Drive,Towbar possible,1600,5,49781.40833
219,Fiat,500e Hatchback 24 kWh,21.3,228,9,135,135,158,230,30990,28990,28195,Front Wheel Drive,No information/Not possible,0,4,33340.71667
220,Renault,Megane E-Tech EV40 130hp,40,151,10,150,260,154,370,42000,36370,35700,Front Wheel Drive,Towbar possible,500,5,43088.2
221,Genesis,GV60 Premium,74,159,7.8,185,390,190,1020,63068.85,63068.85,53905,Rear Wheel Drive,Towbar possible,1600,5,67869.98867
222,Lotus,Emeya,100,206,4.2,250,530,189,1230,106400,109685,96255,All Wheel Drive,No information/Not possible,0,5,117896.85
223,Opel,Astra Sports Tourer Electric,50.8,141,9.3,170,310,164,500,43490,41499,39995,Front Wheel Drive,Towbar possible,0,5,47260.62333
224,Xpeng,P7 RWD Long Range,82.7,102,6.7,200,495,167,800,49600,51188,42160,Rear Wheel Drive,No information/Not possible,0,5,53850.34667
225,Mercedes-benz,EQS SUV 450+,118,219,6.8,210,540,219,680,110801,125425,94180.85,Rear Wheel Drive,Towbar possible,750,7,124283.3808
226,Renault,5 E-Tech 40kWh 120hp,40,107,9,140,260,154,340,41400,39300,35190,Front Wheel Drive,Towbar possible,500,5,43714.5
227,Ford,Mustang Mach-E GT,91,187,3.7,200,425,214,380,77300,75200,74540,All Wheel Drive,Towbar possible,750,5,85958.33333
228,Bmw,i7 M70 xDrive,101.7,381,3.7,250,490,208,730,181800,189877,163315,All Wheel Drive,No information/Not possible,0,5,201851.6367
229,Peugeot,e-308 SW,50.8,151,10,150,300,169,450,45765,42570,41250,Front Wheel Drive,No information/Not possible,0,5,48988.1
230,Xpeng,G6 AWD Performance,87.5,125,4.1,200,480,182,960,60100,62188,51085,All Wheel Drive,Towbar possible,0,5,65309.09667
231,Mercedes-benz,EQS SUV Maybach 680,118,440,4.4,210,490,241,620,200634,216780,170538.9,All Wheel Drive,Towbar possible,1800,4,221326.915
232,Peugeot,e-2008 50 kWh,46.3,144,9.9,150,270,171,430,38600,39270,32810,Front Wheel Drive,No information/Not possible,0,5,41704.03333
233,Nissan,Townstar EV Passenger,45,178,12.6,132,225,200,230,39990,39990,33991.5,Front Wheel Drive,Towbar possible,1500,5,42955.925
234,Audi,SQ8 e-tron,106,225,4.5,210,455,233,570,95800,99135,97500,All Wheel Drive,Towbar possible,1800,5,110801.6
235,Ford,Explorer Standard Range RWD,52,155,9,160,280,186,350,42500,41450,39875,Rear Wheel Drive,Towbar possible,1000,5,46836.58333
236,Porsche,Taycan Turbo GT Weissach,97,494,2.2,305,475,204,1050,240000,249900,186300,All Wheel Drive,No information/Not possible,0,2,253989
237,Gwm,ORA 3 63 kWh,59.3,125,8.2,160,340,174,290,44490,44490,34995,Front Wheel Drive,No information/Not possible,0,5,46614.05
238,Mg,MG5 Electric Standard Range,46,135,7.7,185,265,174,320,35490,35885,30166.5,Front Wheel Drive,Towbar possible,500,5,38264.375
239,Mercedes-benz,EQS SUV 580 4MATIC,118,303,4.7,210,530,223,670,147923,173825,139470,All Wheel Drive,Towbar possible,1800,7,173941.78
240,Lucid,Air Pure RWD,92,153,4.7,200,565,163,940,85000,88000,72250,All Wheel Drive,No information/Not possible,0,5,92384.16667
241,Volvo,EC40 Single Motor,67,152,7.3,180,360,186,560,52690,50495,52555,Rear Wheel Drive,Towbar possible,1500,5,59044.51667
242,Porsche,Taycan 4S Plus,97,227,3.7,250,550,176,1210,126422,132631,100196,All Wheel Drive,No information/Not possible,0,5,135007.4133
243,Skoda,Enyaq Coupe 85x,77,118,6.6,180,470,164,700,53400,53400,50305,All Wheel Drive,Towbar possible,1200,5,59408.41667
244,Smart,#3 Pro,47,147,5.9,180,265,177,340,38490,38395,32716.5,Rear Wheel Drive,No information/Not possible,0,5,41310.475
245,Mini,Countryman SE ALL4,64.7,138,5.6,180,370,175,500,49500,49490,47180,All Wheel Drive,Towbar possible,1200,5,55294.73333
246,Ds,3 E-Tense,50.8,137,9,150,300,169,480,40540,39640,37200,Front Wheel Drive,No information/Not possible,0,5,44364.8
247,Volvo,EX90 Twin Motor Performance,107,230,4.9,180,450,238,590,96800,98495,100555,All Wheel Drive,Towbar possible,2200,7,112204.1167
248,Lexus,UX 300e,64,161,7.5,160,340,188,170,55569.15,55569.15,47495,Front Wheel Drive,No information/Not possible,0,5,59799.37133
249,Mercedes-benz,EQE SUV 350 4MATIC,90.6,217,6.6,210,435,208,550,89548,99089,76115.8,All Wheel Drive,Towbar possible,1800,5,99624.23667
250,Polestar,2 Long Range Performance,79,139,4.2,205,450,176,670,58775,61700,57950,All Wheel Drive,Towbar possible,1500,5,67516.83333
251,Xpeng,G9 AWD Performance,93.1,154,3.9,200,465,200,1080,69600,73188,59160,All Wheel Drive,Towbar possible,1500,5,76053.68
252,Bmw,i5 xDrive40 Sedan,81.2,171,5.4,215,455,178,730,75600,80227,64260,All Wheel Drive,Towbar possible,2000,5,82872.72
253,Nissan,Ariya e-4ORCE 87kWh - 225 kW,87,144,5.7,200,405,215,480,61990,54990,50845,All Wheel Drive,Towbar possible,1500,5,63298.21667
254,Cupra,Tavascan Endurance,77,122,6.8,180,450,171,670,40750,38989,39205,Rear Wheel Drive,No information/Not possible,0,5,45041.45667
255,Nio,ET5 75 kWh,70.5,155,4,200,395,178,590,59500,62700,50575,All Wheel Drive,Towbar possible,1400,5,65064.91667
256,Mercedes-benz,EQE 350 4MATIC,89,157,6.3,210,510,175,640,74149,86263,63026.65,All Wheel Drive,Towbar possible,750,5,84009.42417
257,Aiways,U5,60,131,7.5,150,315,190,380,39563,42950,33628.55,Front Wheel Drive,No information/Not possible,0,5,43716.57583
258,Citroen,e-C4 X 54 kWh,50.8,125,9.3,150,330,154,470,41540,40755,35309,Front Wheel Drive,No information/Not possible,0,5,44338.28333
259,Mercedes-benz,EQS AMG 53 4MATIC+,108.4,307,3.4,250,535,203,800,155009,173825,131757.65,All Wheel Drive,Towbar possible,750,5,173279.2608
260,Fiat,500e 3+1 42 kWh,37.3,154,9,150,235,159,390,36990,35490,31441.5,Front Wheel Drive,No information/Not possible,0,4,39193.425
261,Abarth,500e Hatchback,37.8,172,7,155,225,168,370,37990,38490,34195,Front Wheel Drive,No information/Not possible,0,4,41780.71667
262,Opel,Mokka-e 54 kWh,50.8,144,9,150,290,175,460,44720,37999,37260,Front Wheel Drive,No information/Not possible,0,5,45303.84
263,Nio,ET5 Touring 100 kWh,90,146,4,200,485,186,700,68500,72900,58225,All Wheel Drive,Towbar possible,1400,5,75164.41667
264,Fisker,Ocean Sport,71,124,7.4,160,350,203,470,43900,43990,36900,Front Wheel Drive,Towbar possible,1090,5,47015.4
265,Audi,Q4 Sportback e-tron 55 quattro,77,157,5.4,180,415,186,620,61000,66665,58625,All Wheel Drive,Towbar possible,1200,5,70386.48333
266,Mercedes-benz,EQS SUV 450 4MATIC,118,247,6.1,210,530,223,670,114609,129660,129470,All Wheel Drive,Towbar possible,1800,7,141882.6733
267,Zeekr,X Long Range RWD,64,126,5.6,180,355,180,590,45970,43490,39074.5,Rear Wheel Drive,Towbar possible,1600,5,48486.64167
268,Cupra,Born 170 kW - 58 kWh,58,121,6.6,160,345,168,460,40750,38989,39205,Rear Wheel Drive,No information/Not possible,0,5,45041.45667
269,Citroen,e-C4 54 kWh,50.8,123,9.2,150,330,154,470,41540,39905,35309,Front Wheel Drive,No information/Not possible,0,5,44032.28333
270,Mercedes-benz,EQA 300 4MATIC,66.5,161,7.7,160,350,190,500,53520,58959,45492,All Wheel Drive,Towbar possible,1800,5,59447.44
271,Nissan,Ariya e-4ORCE 87kWh - 290 kW,87,168,5.1,200,405,215,480,71490,64990,60766.5,All Wheel Drive,Towbar possible,1500,5,74452.175
272,Genesis,G80 Electrified Luxury,82.5,170,4.9,225,440,188,880,69200,69200,69805,All Wheel Drive,No information/Not possible,0,5,78909.41667
273,Mercedes-benz,EQE 350,89,157,6.4,210,515,173,650,70995,83238,77345,Rear Wheel Drive,Towbar possible,750,5,87750.96333
274,Volkswagen,ID.5 GTX,77,142,5.5,180,430,179,640,56455,62990,55365,All Wheel Drive,Towbar possible,1200,5,66068.95
275,Zeekr,001 Privilege AWD,94,139,3.8,200,495,190,670,68970,68490,58624.5,All Wheel Drive,Towbar possible,2000,5,73912.475
276,Volkswagen,ID.3 GTX Performance,79,118,5.6,200,460,172,690,49020,53990,46575.75,Rear Wheel Drive,No information/Not possible,0,4,56490.1625
277,Lotus,Eletre S,109,255,4.5,250,480,227,1000,121990,124090,105805,All Wheel Drive,Towbar possible,2250,5,132674.2167
278,Volvo,EC40 Twin Motor,79,160,4.8,180,400,198,600,61290,61290,57805,All Wheel Drive,Towbar possible,1800,5,68214.21667
279,Peugeot,e-3008 73 kWh Dual Motor,73,136,6.4,180,380,192,440,40325,41270,36350,All Wheel Drive,Towbar possible,1350,5,44520.03333
280,Hongqi,E-HS9 120 kWh,112,224,4.9,200,460,243,420,54950,102995,50305,All Wheel Drive,Towbar possible,1500,5,77820.61667
281,Genesis,GV70 Electrified Sport,74,203,4.2,235,350,211,860,67300,67300,65105,All Wheel Drive,Towbar possible,1800,5,75583.08333
282,Mercedes-benz,EQE SUV 350+,96,188,6.9,210,475,202,660,86811,91950,73789.35,Rear Wheel Drive,Towbar possible,750,5,95099.5225
283,Mercedes-benz,EQE AMG 43 4MATIC,90.6,240,4.2,210,450,201,670,104756,111068,89042.6,All Wheel Drive,Towbar possible,750,5,114797.7233
284,Ford,Mustang Mach-E SR AWD,72.6,170,6.2,180,350,207,430,55800,59400,53975,All Wheel Drive,Towbar possible,750,5,63961.58333
285,Mercedes-benz,EQS 500 4MATIC,108.4,229,4.8,210,590,184,880,125378,145390,106571.3,All Wheel Drive,Towbar possible,750,5,141881.1883
286,Citroen,e-Berlingo XL 50 kWh,50,171,11.7,132,230,217,340,37940,43178,31890,Front Wheel Drive,Towbar possible,750,7,42489.98
287,Mercedes-benz,EQE SUV 500 4MATIC,96,238,4.9,210,455,211,630,99841,116755,84864.85,All Wheel Drive,Towbar possible,1800,5,113334.9142
288,Mercedes-benz,EQE AMG 53 4MATIC+,90.6,275,3.5,220,450,201,670,110706,128613,114750,All Wheel Drive,Towbar possible,750,5,133967.34
289,Bmw,i5 M60 xDrive Touring,81.2,263,3.9,230,415,196,670,101500,110477,99995,All Wheel Drive,Towbar possible,2000,5,117976.3033
290,Mercedes-benz,EQA 350 4MATIC,66.5,178,6,160,350,190,500,56424,67308,54510,All Wheel Drive,Towbar possible,1800,5,67256.02
291,Porsche,Taycan 4S,82.3,251,3.7,250,475,173,1050,120900,126800,95900,All Wheel Drive,No information/Not possible,0,5,129130.3333
292,Audi,Q4 Sportback e-tron 45 quattro,77,143,6.6,180,415,186,620,56950,58915,53675,All Wheel Drive,Towbar possible,1200,5,64075.98333
293,Volkswagen,ID. Buzz LWB GTX,86,225,6.5,160,355,242,570,49020,53990,46575.75,All Wheel Drive,Towbar possible,1600,7,56490.1625
294,Smart,#3 Pro+,62,122,5.8,180,355,175,550,43490,43395,36966.5,Rear Wheel Drive,Towbar possible,1600,5,46681.30833
295,E.go,e.wave X,27,167,12,135,150,180,570,24990,24990,21241.5,Rear Wheel Drive,No information/Not possible,0,4,26843.425
296,Lotus,Emeya S,100,241,4.2,250,530,189,1230,126950,130585,108755,All Wheel Drive,No information/Not possible,0,5,138027.1833
297,Polestar,3 Long Range Performance,107,198,4.7,210,470,228,610,92190,93550,81500,All Wheel Drive,Towbar possible,2200,5,100824.7333
298,Fiat,500e Cabrio 42 kWh,37.3,166,9,150,230,162,380,37990,37490,34195,Front Wheel Drive,No information/Not possible,0,4,41420.71667
299,Citroen,e-Berlingo M 50 kWh,50,162,11.7,132,235,213,350,36940,41358,30990,Front Wheel Drive,Towbar possible,750,5,41099.78
300,Volvo,EC40 Twin Motor Performance,79,157,4.6,180,400,198,600,64390,60995,54731.5,All Wheel Drive,Towbar possible,1800,5,67943.39167
301,Lotus,Emeya R,100,324,2.8,256,470,213,1090,150990,155025,131255,All Wheel Drive,No information/Not possible,0,5,164854.9833
302,Mercedes-benz,EQE 500 4MATIC,90.6,200,4.7,210,505,179,750,88215,113488,74982.75,All Wheel Drive,Towbar possible,750,5,103855.8925
303,Porsche,Taycan Turbo S,97,410,2.4,260,500,194,1100,209900,218900,161400,All Wheel Drive,No information/Not possible,0,5,221618
304,Smart,#1 Premium,62,134,6.7,180,335,185,520,44990,44895,38950,Rear Wheel Drive,Towbar possible,1600,5,48587.76667
305,Volvo,EX40 Twin Motor Performance,79,161,4.6,180,380,208,570,62890,59495,53456.5,All Wheel Drive,Towbar possible,1800,5,66332.14167
306,Mercedes-benz,EQT 200 Standard,45,216,12.6,132,225,200,230,49445,47753,42028.25,Front Wheel Drive,Towbar possible,1500,5,52503.05083
307,Mercedes-benz,EQE SUV 300,90.6,186,7.6,210,450,201,570,83479,83480,70957.15,Rear Wheel Drive,Towbar possible,750,5,89670.71917
308,Volvo,EX90 Single Motor,101,182,8.4,180,460,220,600,83700,83495,71145,Rear Wheel Drive,Towbar possible,1200,7,89833.95
309,Porsche,Taycan 4 Cross Turismo,97,227,4.7,220,505,192,1110,113100,119400,96800,All Wheel Drive,No information/Not possible,0,5,124033.3333
310,Audi,SQ8 e-tron Sportback,106,218,4.5,210,480,221,610,98050,101535,100000,All Wheel Drive,Towbar possible,1800,5,113517.2667
311,Mercedes-benz,EQE SUV AMG 53 4MATIC+,90.6,353,3.5,240,410,221,610,139438,149788,118522.3,All Wheel Drive,Towbar possible,1800,5,153505.6517
312,Xpeng,P7 AWD Performance,82.7,130,4.1,200,460,180,740,58600,61188,49810,All Wheel Drive,No information/Not possible,0,5,63877.84667
313,Skoda,Enyaq RS,77,140,5.5,180,435,177,650,61050,61050,53120,All Wheel Drive,Towbar possible,1200,5,66089.33333
314,Audi,Q8 e-tron Sportback 50 quattro,89,173,6,200,445,200,690,76650,73785,70300,All Wheel Drive,Towbar possible,1800,5,83448.26667
315,Vinfast,VF 8 Eco Extended Range,87.7,126,5.9,200,425,206,550,52990,53900,45041.5,All Wheel Drive,No information/Not possible,0,5,57247.69167
316,Byd,DOLPHIN 44.9 kWh Boost,44.9,125,8,160,255,176,260,47990,32990,47195,Front Wheel Drive,No information/Not possible,0,5,48817.38333
317,Gwm,ORA 3 GT,59.3,152,8.2,160,325,182,280,49490,49490,42066.5,Front Wheel Drive,No information/Not possible,0,5,53160.50833
318,Mercedes-benz,EQS SUV 500 4MATIC,118,257,5.3,210,530,223,670,124545,148173,105863.25,All Wheel Drive,Towbar possible,1800,7,142288.1675
319,Mercedes-benz,eVito Tourer Long 90 kWh,90,245,12.1,160,320,281,320,72043,84773,61236.55,Front Wheel Drive,No information/Not possible,0,8,81968.98917
320,Mercedes-benz,EQE SUV AMG 43 4MATIC,90.6,308,4.3,210,415,218,620,124920,130791,106182,All Wheel Drive,Towbar possible,1800,5,136298.46
321,Porsche,Taycan 4S Cross Turismo,97,247,3.8,240,505,192,1110,126400,132600,100400,All Wheel Drive,No information/Not possible,0,5,135073.3333
322,Porsche,Taycan Turbo,97,329,2.7,260,520,187,1140,175600,183000,134100,All Wheel Drive,No information/Not possible,0,5,184971
323,Genesis,GV60 Sport,74,171,5.5,200,380,195,990,63200,63200,58365,All Wheel Drive,Towbar possible,1600,5,69822.75
324,Skoda,Enyaq Coupe 60,58,134,8.8,160,355,163,480,46850,47990,39822.5,Rear Wheel Drive,Towbar possible,1000,5,50735.10833
325,Kia,e-Soul 39.2 kWh,39.2,164,9.9,157,230,170,200,38463.75,38463.75,32875,Front Wheel Drive,No information/Not possible,0,5,41391.81667
326,Aiways,U6,60,138,7,160,350,171,430,47588,48975,40449.8,Front Wheel Drive,No information/Not possible,0,5,51616.76333
327,Elaris,BEO 86 kWh,81,136,8,150,390,208,290,53090,53090,45126.5,Front Wheel Drive,No information/Not possible,0,5,57027.50833
328,Peugeot,e-5008 73 kWh Dual Motor,73,154,6,170,365,200,420,40325,41270,36350,All Wheel Drive,Towbar possible,0,7,44520.03333
329,Porsche,Taycan Turbo S Cross Turismo,97,434,2.5,250,475,204,1050,211300,220400,162500,All Wheel Drive,No information/Not possible,0,5,223120.3333
330,Nio,ET5 Touring 75 kWh,70.5,160,4,200,385,183,570,59500,63900,50575,All Wheel Drive,Towbar possible,1400,5,65496.91667
331,Volkswagen,ID. Buzz LWB Pro,77,210,7.9,160,335,230,460,49020,53990,46575.75,Rear Wheel Drive,Towbar possible,0,7,56490.1625
332,Porsche,Taycan 4S Sport Turismo,82.3,280,3.7,250,430,191,950,121800,127800,96700,All Wheel Drive,No information/Not possible,0,5,130147.6667
333,Nio,EL7 75 kWh,70.5,257,3.9,200,340,207,510,85900,88900,73015,All Wheel Drive,Towbar possible,2000,5,93350.91667
334,Porsche,Taycan Sport Turismo,82.3,233,4.8,230,445,185,980,102400,108100,87300,Rear Wheel Drive,No information/Not possible,0,5,112155
335,Porsche,Taycan Plus Sport Turismo,97,212,4.8,230,515,188,1130,108124,114144,91754,Rear Wheel Drive,No information/Not possible,0,5,118247.3133
336,Smart,#1 Pulse,62,142,4.5,180,325,191,500,46490,46055,39516.5,All Wheel Drive,Towbar possible,1600,5,49781.40833
337,Vinfast,VF 8 Plus Extended Range,87.7,140,5.5,200,425,206,550,58890,59790,50056.5,All Wheel Drive,No information/Not possible,0,5,63581.675
338,Porsche,Taycan Turbo S Sport Turismo,97,447,2.4,260,460,211,1010,210800,219900,162100,All Wheel Drive,No information/Not possible,0,5,222593.6667
339,Nio,EL6 75 kWh,70.5,191,4.5,200,350,201,520,65500,67900,55675,All Wheel Drive,Towbar possible,1200,5,71221.91667
340,Fiat,500e Cabrio 24 kWh,21.3,250,9,135,135,158,230,35490,31990,30166.5,Front Wheel Drive,No information/Not possible,0,4,36862.175
341,Mercedes-benz,EQV 250 Extra-Long,60,363,12,160,210,286,200,76217,76217,64784.45,Front Wheel Drive,No information/Not possible,0,7,81869.76083
342,Genesis,GV60 Sport Plus,74,206,4,235,365,203,950,73100,73100,67505,All Wheel Drive,Towbar possible,1600,5,80759.08333
343,Abarth,500e Convertible,37.8,186,7,155,225,168,370,40990,41490,37195,Front Wheel Drive,No information/Not possible,0,4,45190.71667
344,Porsche,Taycan 4S Plus Sport Turismo,97,254,3.7,250,495,196,1090,127322,133631,100996,All Wheel Drive,No information/Not possible,0,5,136024.7467
345,Porsche,Taycan Turbo Sport Turismo,97,366,2.7,260,470,206,1030,176600,184000,134800,All Wheel Drive,No information/Not possible,0,5,185982.6667
346,Fiat,500e 3+1 24 kWh,21.3,230,9,135,135,158,230,35990,30990,31318.25,Front Wheel Drive,No information/Not possible,0,4,37162.07083
347,Porsche,Taycan Turbo Cross Turismo,97,348,2.8,250,495,196,1090,177000,184500,135200,All Wheel Drive,No information/Not possible,0,5,186473.3333
348,Mercedes-benz,EQV 250 Long,60,350,12,160,215,279,200,75282,75282,63989.7,Front Wheel Drive,No information/Not possible,0,7,80865.415
349,Mercedes-benz,eVito Tourer Long 60 kWh,60,311,12,160,220,273,210,68398,68398,58138.3,Front Wheel Drive,No information/Not possible,0,8,73470.85167
350,Mercedes-benz,eVito Tourer Extra-Long 60 kWh,60,322,12,160,215,279,200,69309,69309,58912.65,Front Wheel Drive,No information/Not possible,0,8,74449.4175
351,Kgm,Torres EVX,72,130,8.1,175,350,206,390,43990,41250,44495,Front Wheel Drive,Towbar possible,1500,5,49225.98333
352,Mini,Aceman E,38.5,163,7.9,160,230,167,370,37206,38990,31800,Front Wheel Drive,No information/Not possible,0,5,40680.56
353,Mini,Aceman SE,49.8,137,7.1,170,300,166,430,37206,38990,34500,Front Wheel Drive,No information/Not possible,0,5,41805.56
